Testname,Listener,Trial,Condition,Ratingscore
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo30,42
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo32,24
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo34,20
SiSEC08,Listener_53,nodrums_inst_sim_2,anchor,18
SiSEC08,Listener_53,nodrums_inst_sim_3,orig,100
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo8,78
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo21,78
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo22,76
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo24,70
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo25,40
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo27,80
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo30,84
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo32,28
SiSEC08,Listener_53,nodrums_inst_sim_3,Algo34,20
SiSEC08,Listener_53,nodrums_inst_sim_3,anchor,18
SiSEC08,Listener_53,wdrums_inst_sim_1,orig,100
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo8,40
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo21,52
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo22,48
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo24,44
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo25,34
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo27,42
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo30,52
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo32,50
SiSEC08,Listener_53,wdrums_inst_sim_1,Algo34,38
SiSEC08,Listener_53,wdrums_inst_sim_1,anchor,20
SiSEC08,Listener_53,wdrums_inst_sim_2,orig,100
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo8,30
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo21,46
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo22,36
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo24,38
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo25,26
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo27,30
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo30,44
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo32,29
SiSEC08,Listener_53,wdrums_inst_sim_2,Algo34,30
SiSEC08,Listener_53,wdrums_inst_sim_2,anchor,20
SiSEC08,Listener_53,wdrums_inst_sim_3,orig,100
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo8,40
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo21,42
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo22,48
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo24,44
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo25,36
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo27,42
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo30,46
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo32,32
SiSEC08,Listener_53,wdrums_inst_sim_3,Algo34,36
SiSEC08,Listener_53,wdrums_inst_sim_3,anchor,20
SiSEC08,Listener_62,female_inst_sim_1,orig,100
SiSEC08,Listener_62,female_inst_sim_1,Algo8,53
SiSEC08,Listener_62,female_inst_sim_1,Algo21,63
SiSEC08,Listener_62,female_inst_sim_1,Algo22,72
SiSEC08,Listener_62,female_inst_sim_1,Algo24,64
SiSEC08,Listener_62,female_inst_sim_1,Algo25,45
SiSEC08,Listener_62,female_inst_sim_1,Algo27,72
SiSEC08,Listener_62,female_inst_sim_1,Algo30,63
SiSEC08,Listener_62,female_inst_sim_1,Algo32,10
SiSEC08,Listener_62,female_inst_sim_1,Algo34,40
SiSEC08,Listener_62,female_inst_sim_1,anchor,20
SiSEC08,Listener_62,female_inst_sim_2,orig,100
SiSEC08,Listener_62,female_inst_sim_2,Algo8,41
SiSEC08,Listener_62,female_inst_sim_2,Algo21,53
SiSEC08,Listener_62,female_inst_sim_2,Algo22,39
SiSEC08,Listener_62,female_inst_sim_2,Algo24,51
SiSEC08,Listener_62,female_inst_sim_2,Algo25,31
SiSEC08,Listener_62,female_inst_sim_2,Algo27,46
SiSEC08,Listener_62,female_inst_sim_2,Algo30,41
SiSEC08,Listener_62,female_inst_sim_2,Algo32,5
SiSEC08,Listener_62,female_inst_sim_2,Algo34,31
SiSEC08,Listener_62,female_inst_sim_2,anchor,20
SiSEC08,Listener_62,female_inst_sim_3,orig,100
SiSEC08,Listener_62,female_inst_sim_3,Algo8,38
SiSEC08,Listener_62,female_inst_sim_3,Algo21,33
SiSEC08,Listener_62,female_inst_sim_3,Algo22,47
SiSEC08,Listener_62,female_inst_sim_3,Algo24,48
SiSEC08,Listener_62,female_inst_sim_3,Algo25,35
SiSEC08,Listener_62,female_inst_sim_3,Algo27,42
SiSEC08,Listener_62,female_inst_sim_3,Algo30,38
SiSEC08,Listener_62,female_inst_sim_3,Algo32,10
SiSEC08,Listener_62,female_inst_sim_3,Algo34,26
SiSEC08,Listener_62,female_inst_sim_3,anchor,20
SiSEC08,Listener_62,female_inst_sim_4,orig,100
SiSEC08,Listener_62,female_inst_sim_4,Algo8,49
SiSEC08,Listener_62,female_inst_sim_4,Algo21,51
SiSEC08,Listener_62,female_inst_sim_4,Algo22,53
SiSEC08,Listener_62,female_inst_sim_4,Algo24,54
SiSEC08,Listener_62,female_inst_sim_4,Algo25,37
SiSEC08,Listener_62,female_inst_sim_4,Algo27,53
SiSEC08,Listener_62,female_inst_sim_4,Algo30,48
SiSEC08,Listener_62,female_inst_sim_4,Algo32,10
SiSEC08,Listener_62,female_inst_sim_4,Algo34,30
SiSEC08,Listener_62,female_inst_sim_4,anchor,20
SiSEC08,Listener_62,male_inst_sim_1,orig,100
SiSEC08,Listener_62,male_inst_sim_1,Algo8,59
SiSEC08,Listener_62,male_inst_sim_1,Algo21,65
SiSEC08,Listener_62,male_inst_sim_1,Algo22,80
SiSEC08,Listener_62,male_inst_sim_1,Algo24,75
SiSEC08,Listener_62,male_inst_sim_1,Algo25,48
SiSEC08,Listener_62,male_inst_sim_1,Algo27,72
SiSEC08,Listener_62,male_inst_sim_1,Algo30,65
SiSEC08,Listener_62,male_inst_sim_1,Algo32,16
SiSEC08,Listener_62,male_inst_sim_1,Algo34,50
SiSEC08,Listener_62,male_inst_sim_1,anchor,20
SiSEC08,Listener_62,male_inst_sim_2,orig,100
SiSEC08,Listener_62,male_inst_sim_2,Algo8,37
SiSEC08,Listener_62,male_inst_sim_2,Algo21,15
SiSEC08,Listener_62,male_inst_sim_2,Algo22,53
SiSEC08,Listener_62,male_inst_sim_2,Algo24,38
SiSEC08,Listener_62,male_inst_sim_2,Algo25,30
SiSEC08,Listener_62,male_inst_sim_2,Algo27,17
SiSEC08,Listener_62,male_inst_sim_2,Algo30,52
SiSEC08,Listener_62,male_inst_sim_2,Algo32,5
SiSEC08,Listener_62,male_inst_sim_2,Algo34,45
SiSEC08,Listener_62,male_inst_sim_2,anchor,20
SiSEC08,Listener_62,male_inst_sim_3,orig,100
SiSEC08,Listener_62,male_inst_sim_3,Algo8,41
SiSEC08,Listener_62,male_inst_sim_3,Algo21,37
SiSEC08,Listener_62,male_inst_sim_3,Algo22,60
SiSEC08,Listener_62,male_inst_sim_3,Algo24,47
SiSEC08,Listener_62,male_inst_sim_3,Algo25,27
SiSEC08,Listener_62,male_inst_sim_3,Algo27,51
SiSEC08,Listener_62,male_inst_sim_3,Algo30,40
SiSEC08,Listener_62,male_inst_sim_3,Algo32,5
SiSEC08,Listener_62,male_inst_sim_3,Algo34,29
SiSEC08,Listener_62,male_inst_sim_3,anchor,20
SiSEC08,Listener_62,male_inst_sim_4,orig,100
SiSEC08,Listener_62,male_inst_sim_4,Algo8,44
SiSEC08,Listener_62,male_inst_sim_4,Algo21,49
SiSEC08,Listener_62,male_inst_sim_4,Algo22,57
SiSEC08,Listener_62,male_inst_sim_4,Algo24,52
SiSEC08,Listener_62,male_inst_sim_4,Algo25,40
SiSEC08,Listener_62,male_inst_sim_4,Algo27,50
SiSEC08,Listener_62,male_inst_sim_4,Algo30,56
SiSEC08,Listener_62,male_inst_sim_4,Algo32,16
SiSEC08,Listener_62,male_inst_sim_4,Algo34,30
SiSEC08,Listener_62,male_inst_sim_4,anchor,20
SiSEC08,Listener_62,nodrums_inst_sim_1,orig,100
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo8,59
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo21,41
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo22,87
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo24,59
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo25,43
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo27,43
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo30,73
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo32,29
SiSEC08,Listener_62,nodrums_inst_sim_1,Algo34,31
SiSEC08,Listener_62,nodrums_inst_sim_1,anchor,20
SiSEC08,Listener_62,nodrums_inst_sim_2,orig,100
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo8,79
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo21,56
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo22,86
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo24,40
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo25,49
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo27,56
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo30,65
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo32,15
SiSEC08,Listener_62,nodrums_inst_sim_2,Algo34,5
SiSEC08,Listener_62,nodrums_inst_sim_2,anchor,20
SiSEC08,Listener_62,nodrums_inst_sim_3,orig,100
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo8,99
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo21,82
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo22,99
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo24,74
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo25,50
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo27,99
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo30,80
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo32,40
SiSEC08,Listener_62,nodrums_inst_sim_3,Algo34,1
SiSEC08,Listener_62,nodrums_inst_sim_3,anchor,20
SiSEC08,Listener_62,wdrums_inst_sim_1,orig,100
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo8,55
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo21,57
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo22,65
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo24,46
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo25,37
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo27,60
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo30,68
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo32,66
SiSEC08,Listener_62,wdrums_inst_sim_1,Algo34,28
SiSEC08,Listener_62,wdrums_inst_sim_1,anchor,20
SiSEC08,Listener_62,wdrums_inst_sim_2,orig,100
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo8,30
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo21,50
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo22,15
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo24,27
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo25,5
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo27,16
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo30,65
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo32,5
SiSEC08,Listener_62,wdrums_inst_sim_2,Algo34,30
SiSEC08,Listener_62,wdrums_inst_sim_2,anchor,20
SiSEC08,Listener_62,wdrums_inst_sim_3,orig,100
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo8,80
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo21,81
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo22,85
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo24,60
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo25,38
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo27,62
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo30,66
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo32,18
SiSEC08,Listener_62,wdrums_inst_sim_3,Algo34,29
SiSEC08,Listener_62,wdrums_inst_sim_3,anchor,20
SiSEC08,Listener_65,female_inst_sim_1,orig,100
SiSEC08,Listener_65,female_inst_sim_1,Algo8,63
SiSEC08,Listener_65,female_inst_sim_1,Algo21,70
SiSEC08,Listener_65,female_inst_sim_1,Algo22,74
SiSEC08,Listener_65,female_inst_sim_1,Algo24,74
SiSEC08,Listener_65,female_inst_sim_1,Algo25,60
SiSEC08,Listener_65,female_inst_sim_1,Algo27,71
SiSEC08,Listener_65,female_inst_sim_1,Algo30,63
SiSEC08,Listener_65,female_inst_sim_1,Algo32,30
SiSEC08,Listener_65,female_inst_sim_1,Algo34,60
SiSEC08,Listener_65,female_inst_sim_1,anchor,5
SiSEC08,Listener_65,female_inst_sim_2,orig,100
SiSEC08,Listener_65,female_inst_sim_2,Algo8,40
SiSEC08,Listener_65,female_inst_sim_2,Algo21,36
SiSEC08,Listener_65,female_inst_sim_2,Algo22,40
SiSEC08,Listener_65,female_inst_sim_2,Algo24,40
SiSEC08,Listener_65,female_inst_sim_2,Algo25,28
SiSEC08,Listener_65,female_inst_sim_2,Algo27,40
SiSEC08,Listener_65,female_inst_sim_2,Algo30,40
SiSEC08,Listener_65,female_inst_sim_2,Algo32,24
SiSEC08,Listener_65,female_inst_sim_2,Algo34,10
SiSEC08,Listener_65,female_inst_sim_2,anchor,5
SiSEC08,Listener_65,female_inst_sim_3,orig,100
SiSEC08,Listener_65,female_inst_sim_3,Algo8,34
SiSEC08,Listener_65,female_inst_sim_3,Algo21,30
SiSEC08,Listener_65,female_inst_sim_3,Algo22,30
SiSEC08,Listener_65,female_inst_sim_3,Algo24,32
SiSEC08,Listener_65,female_inst_sim_3,Algo25,31
SiSEC08,Listener_65,female_inst_sim_3,Algo27,34
SiSEC08,Listener_65,female_inst_sim_3,Algo30,32
SiSEC08,Listener_65,female_inst_sim_3,Algo32,10
SiSEC08,Listener_65,female_inst_sim_3,Algo34,20
SiSEC08,Listener_65,female_inst_sim_3,anchor,5
SiSEC08,Listener_65,female_inst_sim_4,orig,100
SiSEC08,Listener_65,female_inst_sim_4,Algo8,50
SiSEC08,Listener_65,female_inst_sim_4,Algo21,50
SiSEC08,Listener_65,female_inst_sim_4,Algo22,50
SiSEC08,Listener_65,female_inst_sim_4,Algo24,50
SiSEC08,Listener_65,female_inst_sim_4,Algo25,20
SiSEC08,Listener_65,female_inst_sim_4,Algo27,50
SiSEC08,Listener_65,female_inst_sim_4,Algo30,50
SiSEC08,Listener_65,female_inst_sim_4,Algo32,30
SiSEC08,Listener_65,female_inst_sim_4,Algo34,10
SiSEC08,Listener_65,female_inst_sim_4,anchor,5
SiSEC08,Listener_65,male_inst_sim_1,orig,100
SiSEC08,Listener_65,male_inst_sim_1,Algo8,50
SiSEC08,Listener_65,male_inst_sim_1,Algo21,50
SiSEC08,Listener_65,male_inst_sim_1,Algo22,52
SiSEC08,Listener_65,male_inst_sim_1,Algo24,50
SiSEC08,Listener_65,male_inst_sim_1,Algo25,40
SiSEC08,Listener_65,male_inst_sim_1,Algo27,50
SiSEC08,Listener_65,male_inst_sim_1,Algo30,52
SiSEC08,Listener_65,male_inst_sim_1,Algo32,42
SiSEC08,Listener_65,male_inst_sim_1,Algo34,40
SiSEC08,Listener_65,male_inst_sim_1,anchor,5
SiSEC08,Listener_65,male_inst_sim_2,orig,100
SiSEC08,Listener_65,male_inst_sim_2,Algo8,30
SiSEC08,Listener_65,male_inst_sim_2,Algo21,20
SiSEC08,Listener_65,male_inst_sim_2,Algo22,35
SiSEC08,Listener_65,male_inst_sim_2,Algo24,30
SiSEC08,Listener_65,male_inst_sim_2,Algo25,25
SiSEC08,Listener_65,male_inst_sim_2,Algo27,30
SiSEC08,Listener_65,male_inst_sim_2,Algo30,30
SiSEC08,Listener_65,male_inst_sim_2,Algo32,10
SiSEC08,Listener_65,male_inst_sim_2,Algo34,10
SiSEC08,Listener_65,male_inst_sim_2,anchor,5
SiSEC08,Listener_65,male_inst_sim_3,orig,100
SiSEC08,Listener_65,male_inst_sim_3,Algo8,40
SiSEC08,Listener_65,male_inst_sim_3,Algo21,38
SiSEC08,Listener_65,male_inst_sim_3,Algo22,45
SiSEC08,Listener_65,male_inst_sim_3,Algo24,40
SiSEC08,Listener_65,male_inst_sim_3,Algo25,37
SiSEC08,Listener_65,male_inst_sim_3,Algo27,40
SiSEC08,Listener_65,male_inst_sim_3,Algo30,38
SiSEC08,Listener_65,male_inst_sim_3,Algo32,35
SiSEC08,Listener_65,male_inst_sim_3,Algo34,35
SiSEC08,Listener_65,male_inst_sim_3,anchor,5
SiSEC08,Listener_65,male_inst_sim_4,orig,100
SiSEC08,Listener_65,male_inst_sim_4,Algo8,30
SiSEC08,Listener_65,male_inst_sim_4,Algo21,28
SiSEC08,Listener_65,male_inst_sim_4,Algo22,32
SiSEC08,Listener_65,male_inst_sim_4,Algo24,30
SiSEC08,Listener_65,male_inst_sim_4,Algo25,15
SiSEC08,Listener_65,male_inst_sim_4,Algo27,28
SiSEC08,Listener_65,male_inst_sim_4,Algo30,30
SiSEC08,Listener_65,male_inst_sim_4,Algo32,15
SiSEC08,Listener_65,male_inst_sim_4,Algo34,10
SiSEC08,Listener_65,male_inst_sim_4,anchor,5
SiSEC08,Listener_65,nodrums_inst_sim_1,orig,100
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo8,50
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo21,50
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo22,76
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo24,50
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo25,55
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo27,41
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo30,61
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo32,10
SiSEC08,Listener_65,nodrums_inst_sim_1,Algo34,15
SiSEC08,Listener_65,nodrums_inst_sim_1,anchor,5
SiSEC08,Listener_65,nodrums_inst_sim_2,orig,100
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo8,30
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo21,31
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo22,45
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo24,31
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo25,30
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo27,30
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo30,31
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo32,20
SiSEC08,Listener_65,nodrums_inst_sim_2,Algo34,20
SiSEC08,Listener_65,nodrums_inst_sim_2,anchor,5
SiSEC08,Listener_65,nodrums_inst_sim_3,orig,100
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo8,100
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo21,100
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo22,100
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo24,100
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo25,40
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo27,100
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo30,100
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo32,30
SiSEC08,Listener_65,nodrums_inst_sim_3,Algo34,10
SiSEC08,Listener_65,nodrums_inst_sim_3,anchor,5
SiSEC08,Listener_65,wdrums_inst_sim_1,orig,100
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo8,24
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo21,24
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo22,35
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo24,24
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo25,20
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo27,24
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo30,40
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo32,24
SiSEC08,Listener_65,wdrums_inst_sim_1,Algo34,15
SiSEC08,Listener_65,wdrums_inst_sim_1,anchor,5
SiSEC08,Listener_65,wdrums_inst_sim_2,orig,100
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo8,30
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo21,34
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo22,50
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo24,27
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo25,2
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo27,25
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo30,27
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo32,15
SiSEC08,Listener_65,wdrums_inst_sim_2,Algo34,10
SiSEC08,Listener_65,wdrums_inst_sim_2,anchor,5
SiSEC08,Listener_65,wdrums_inst_sim_3,orig,100
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo8,45
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo21,45
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo22,60
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo24,50
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo25,40
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo27,45
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo30,50
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo32,30
SiSEC08,Listener_65,wdrums_inst_sim_3,Algo34,40
SiSEC08,Listener_65,wdrums_inst_sim_3,anchor,5
